Elements_In_Peaks	Elements_In_Cores	Elements_Outside_Cores
4608	543	4065
4742	714	4028
4749	690	4059
4894	694	4200
4577	649	3928
4896	733	4163
4785	669	4116
4602	658	3944
4395	625	3770
4798	683	4115
5039	786	4253
4731	718	4013
4914	743	4171
4782	685	4097
4733	689	4044
4815	679	4136
4925	700	4225
4468	654	3814
4486	616	3870
4572	675	3897
4793	708	4085
5440	635	4805
4912	746	4166
4308	608	3700
4333	636	3697
4535	571	3964
5049	688	4361
4906	711	4195
4760	635	4125
4512	669	3843
4856	665	4191
4781	734	4047
4344	594	3750
4960	628	4332
4670	636	4034
4731	572	4159
4618	550	4068
4737	682	4055
4358	657	3701
4807	625	4182
4790	753	4037
4806	718	4088
4310	563	3747
4590	671	3919
4855	682	4173
4717	719	3998
4328	659	3669
4394	636	3758
4728	593	4135
4605	593	4012
4699	612	4087
5079	742	4337
4768	744	4024
4614	608	4006
4902	716	4186
4849	631	4218
4598	604	3994
4795	654	4141
4920	650	4270
4645	617	4028
4694	625	4069
4723	675	4048
4354	678	3676
4471	668	3803
4590	678	3912
4633	679	3954
4623	670	3953
4530	600	3930
4562	593	3969
4711	640	4071
4973	735	4238
5056	618	4438
4670	760	3910
4732	651	4081
4980	597	4383
4615	634	3981
4780	683	4097
4667	574	4093
4720	641	4079
4517	654	3863
4475	629	3846
4734	625	4109
4990	729	4261
4845	681	4164
4743	676	4067
4897	722	4175
4670	592	4078
4694	670	4024
4899	723	4176
4815	606	4209
4626	716	3910
4821	735	4086
5117	736	4381
4830	675	4155
4556	639	3917
4775	650	4125
4725	668	4057
4884	674	4210
4218	573	3645
4710	800	3910
4544	548	3996
4532	611	3921
4770	673	4097
4339	605	3734
4605	673	3932
4873	691	4182
4659	627	4032
4896	692	4204
4485	561	3924
4512	752	3760
4529	686	3843
4758	682	4076
4892	695	4197
4453	623	3830
4580	582	3998
4426	592	3834
4668	665	4003
4784	708	4076
4571	587	3984
4624	705	3919
4355	656	3699
4672	765	3907
5121	645	4476
4613	594	4019
4650	637	4013
5017	711	4306
4873	628	4245
5131	771	4360
4868	643	4225
4457	734	3723
4534	604	3930
4684	659	4025
4542	648	3894
4394	600	3794
4373	592	3781
4817	717	4100
4898	710	4188
4528	720	3808
4918	710	4208
4696	657	4039
4372	680	3692
4649	655	3994
4714	696	4018
4499	635	3864
4346	572	3774
4795	657	4138
5197	724	4473
4677	693	3984
4652	669	3983
4426	554	3872
4783	688	4095
4427	650	3777
4747	609	4138
5004	644	4360
4741	581	4160
4397	511	3886
4618	657	3961
5081	629	4452
4716	558	4158
4554	625	3929
4782	681	4101
4186	641	3545
4395	533	3862
4352	628	3724
4407	597	3810
4653	681	3972
4455	727	3728
4661	695	3966
4899	811	4088
4919	668	4251
4471	586	3885
5038	615	4423
4668	735	3933
4968	694	4274
4550	584	3966
4785	700	4085
4999	649	4350
4903	649	4254
4647	587	4060
4624	595	4029
4780	534	4246
4849	684	4165
4524	579	3945
4715	719	3996
4980	695	4285
4991	717	4274
4684	622	4062
4868	582	4286
4525	581	3944
4390	622	3768
4971	670	4301
4986	654	4332
5263	613	4650
4492	552	3940
4627	652	3975
4624	609	4015
4789	654	4135
5187	677	4510
4379	614	3765
4703	660	4043
4503	656	3847
4604	658	3946
4766	639	4127
4648	663	3985
4581	641	3940
4793	644	4149
4700	653	4047
4790	684	4106
4841	611	4230
4553	682	3871
4847	694	4153
4088	531	3557
4642	605	4037
4672	693	3979
4520	647	3873
4745	617	4128
4972	701	4271
4569	639	3930
4848	660	4188
4791	650	4141
4416	683	3733
4725	692	4033
4457	688	3769
4608	706	3902
4786	708	4078
4801	577	4224
4815	673	4142
4833	691	4142
4819	717	4102
4840	729	4111
4907	748	4159
4462	656	3806
4454	674	3780
4928	756	4172
4481	623	3858
4423	631	3792
4569	659	3910
4811	579	4232
4631	763	3868
4597	642	3955
4964	723	4241
4546	658	3888
4895	688	4207
4842	709	4133
4419	548	3871
4703	614	4089
4483	685	3798
4608	680	3928
4313	629	3684
4536	728	3808
4596	694	3902
4897	691	4206
4325	587	3738
4664	674	3990
4994	655	4339
4734	717	4017
4535	686	3849
4686	655	4031
4811	647	4164
4673	614	4059
5134	661	4473
4574	615	3959
4780	785	3995
4637	629	4008
4581	635	3946
4843	663	4180
4387	669	3718
4904	640	4264
4537	611	3926
4567	701	3866
4754	690	4064
4849	694	4155
4978	775	4203
4578	664	3914
4321	591	3730
4841	681	4160
4694	745	3949
4627	729	3898
4741	705	4036
4698	632	4066
4388	691	3697
4408	631	3777
4662	700	3962
4870	613	4257
4593	641	3952
4618	632	3986
4787	727	4060
4570	539	4031
4821	643	4178
4555	671	3884
4702	614	4088
4834	723	4111
4715	701	4014
4609	622	3987
4772	661	4111
4661	676	3985
4811	639	4172
4755	678	4077
4794	684	4110
4527	612	3915
4672	678	3994
4423	743	3680
4776	691	4085
4779	765	4014
4635	662	3973
4832	742	4090
4945	769	4176
4352	549	3803
4517	598	3919
4731	685	4046
4868	670	4198
4432	638	3794
4554	692	3862
4953	728	4225
4788	741	4047
4660	716	3944
4541	688	3853
4564	632	3932
4529	659	3870
4855	691	4164
4537	640	3897
4754	694	4060
5114	686	4428
4652	624	4028
4627	612	4015
4641	683	3958
4701	600	4101
4703	651	4052
4577	691	3886
4417	677	3740
4578	604	3974
4914	695	4219
4555	602	3953
4613	705	3908
5088	762	4326
4590	615	3975
4791	708	4083
4936	681	4255
4827	626	4201
4603	668	3935
5007	653	4354
4386	618	3768
4388	553	3835
4641	593	4048
4894	670	4224
4317	626	3691
4804	667	4137
4687	653	4034
4570	590	3980
4610	638	3972
4939	726	4213
4886	627	4259
4831	755	4076
4738	706	4032
4625	590	4035
4545	687	3858
4858	623	4235
4687	551	4136
4494	683	3811
4446	630	3816
4648	704	3944
4594	633	3961
4589	623	3966
4729	735	3994
4859	633	4226
4641	633	4008
4873	679	4194
4743	705	4038
4553	645	3908
4701	690	4011
4547	663	3884
4488	614	3874
4549	680	3869
4442	715	3727
5122	785	4337
4752	642	4110
4439	603	3836
4545	580	3965
4861	710	4151
4850	738	4112
4672	703	3969
4773	693	4080
4871	658	4213
4774	743	4031
4667	672	3995
4510	584	3926
4777	748	4029
5031	652	4379
4678	626	4052
4770	632	4138
4565	690	3875
4702	676	4026
4749	726	4023
4899	664	4235
5070	669	4401
4529	628	3901
4812	643	4169
4943	690	4253
4819	760	4059
4597	627	3970
4724	710	4014
4785	675	4110
4904	654	4250
5146	654	4492
4610	623	3987
4783	648	4135
4831	588	4243
4840	754	4086
4826	629	4197
4793	590	4203
4561	622	3939
4601	714	3887
4397	665	3732
4716	627	4089
4586	596	3990
4986	622	4364
4536	720	3816
4685	609	4076
4548	645	3903
4822	626	4196
5064	636	4428
4918	668	4250
4784	718	4066
4439	582	3857
4635	664	3971
4426	605	3821
4774	650	4124
4661	584	4077
4502	609	3893
4257	569	3688
4650	672	3978
4773	569	4204
4768	639	4129
4649	638	4011
4611	645	3966
4702	698	4004
4575	609	3966
4292	580	3712
4557	587	3970
4730	759	3971
4309	635	3674
4468	539	3929
4196	632	3564
4633	702	3931
4906	566	4340
4855	751	4104
4816	628	4188
4641	639	4002
4461	605	3856
4413	624	3789
4783	701	4082
4677	660	4017
4857	667	4190
4431	637	3794
4645	662	3983
4389	633	3756
4534	633	3901
4634	631	4003
4997	717	4280
4526	706	3820
4897	752	4145
4774	628	4146
4904	656	4248
4624	666	3958
4741	670	4071
4813	807	4006
4808	768	4040
4657	674	3983
4677	667	4010
4597	680	3917
4669	633	4036
4644	621	4023
4884	721	4163
4490	583	3907
4828	701	4127
4671	662	4009
4707	694	4013
4909	755	4154
4592	674	3918
4557	649	3908
4734	657	4077
4835	682	4153
4556	652	3904
4486	625	3861
4384	626	3758
4826	700	4126
4295	595	3700
4725	678	4047
4718	669	4049
4470	613	3857
4431	651	3780
4387	600	3787
4519	652	3867
4558	681	3877
4764	659	4105
4685	653	4032
4738	635	4103
4569	676	3893
4454	658	3796
4123	547	3576
4569	616	3953
4749	687	4062
4799	709	4090
4888	693	4195
4568	611	3957
4754	640	4114
4596	674	3922
4671	664	4007
5108	569	4539
5078	709	4369
4402	658	3744
4696	626	4070
5195	738	4457
4596	600	3996
5108	692	4416
4449	597	3852
4611	687	3924
4800	736	4064
4683	683	4000
4627	672	3955
4444	686	3758
4187	626	3561
4754	723	4031
4838	603	4235
4583	659	3924
4537	617	3920
4817	712	4105
4551	587	3964
4668	686	3982
4377	600	3777
4449	546	3903
4546	633	3913
4662	665	3997
5002	701	4301
4719	722	3997
4342	651	3691
4955	690	4265
4892	669	4223
4796	697	4099
4363	657	3706
4713	699	4014
4944	749	4195
4808	680	4128
4727	630	4097
4620	619	4001
4425	670	3755
4751	669	4082
5102	734	4368
4692	581	4111
4519	610	3909
4745	646	4099
4546	534	4012
5042	640	4402
4618	687	3931
4729	645	4084
4829	637	4192
4494	557	3937
4663	662	4001
4560	696	3864
4530	637	3893
5031	697	4334
4811	646	4165
4312	578	3734
4447	610	3837
4910	665	4245
4608	613	3995
4757	679	4078
4815	683	4132
4776	687	4089
4534	748	3786
4770	663	4107
4121	596	3525
4475	622	3853
4665	613	4052
4620	711	3909
4523	686	3837
4512	648	3864
4765	673	4092
4663	632	4031
4648	661	3987
4424	626	3798
4410	581	3829
4751	642	4109
4822	604	4218
4926	725	4201
4940	694	4246
4553	738	3815
4525	674	3851
4495	565	3930
4665	672	3993
5046	642	4404
4328	610	3718
4577	640	3937
4399	622	3777
4565	734	3831
4670	724	3946
4711	675	4036
5064	657	4407
4622	646	3976
5054	679	4375
4757	639	4118
4519	636	3883
4667	596	4071
4720	637	4083
4496	592	3904
4601	657	3944
4884	657	4227
4540	590	3950
4504	683	3821
4662	671	3991
4587	659	3928
4939	717	4222
4288	638	3650
4758	679	4079
4482	654	3828
4959	738	4221
4689	664	4025
4687	599	4088
4720	638	4082
4826	740	4086
4622	720	3902
4631	699	3932
4741	627	4114
4455	669	3786
4645	584	4061
4938	706	4232
4746	715	4031
4992	712	4280
4804	718	4086
4574	657	3917
4879	620	4259
4653	614	4039
4692	597	4095
4524	606	3918
4841	701	4140
4847	588	4259
4859	731	4128
4831	635	4196
4624	590	4034
4680	693	3987
4458	575	3883
4627	626	4001
5017	630	4387
4705	649	4056
4533	680	3853
4797	742	4055
4519	632	3887
4691	654	4037
4395	603	3792
4820	751	4069
5165	706	4459
4346	671	3675
4422	655	3767
4801	751	4050
4661	700	3961
5032	723	4309
4373	613	3760
4383	557	3826
4781	652	4129
4492	639	3853
4593	643	3950
4652	660	3992
4472	681	3791
4828	749	4079
5118	694	4424
4842	683	4159
4812	610	4202
4787	734	4053
4169	612	3557
4912	785	4127
4813	642	4171
4470	642	3828
4670	570	4100
4623	666	3957
4711	758	3953
4877	707	4170
4949	718	4231
4843	706	4137
4672	679	3993
4582	652	3930
4695	674	4021
4440	613	3827
4441	649	3792
4744	691	4053
4666	683	3983
4915	806	4109
4912	666	4246
4740	658	4082
4851	706	4145
4643	694	3949
4444	585	3859
4790	624	4166
4559	658	3901
4420	659	3761
4525	685	3840
4726	704	4022
4500	689	3811
4682	703	3979
4840	672	4168
4519	604	3915
4283	621	3662
4877	761	4116
4457	659	3798
4489	555	3934
5055	646	4409
4803	689	4114
4383	645	3738
4624	675	3949
4596	596	4000
4425	622	3803
4908	735	4173
4825	698	4127
4626	654	3972
4608	642	3966
4462	649	3813
4609	589	4020
4923	698	4225
5062	669	4393
4209	595	3614
4981	711	4270
4258	650	3608
4920	768	4152
4465	680	3785
4895	609	4286
4767	643	4124
4702	680	4022
4621	631	3990
4579	628	3951
4472	577	3895
4668	649	4019
4696	623	4073
4743	654	4089
4871	675	4196
4337	591	3746
4815	679	4136
5007	728	4279
4429	632	3797
4827	647	4180
4657	655	4002
4502	650	3852
4636	588	4048
4345	701	3644
4734	722	4012
4672	657	4015
4856	603	4253
4696	671	4025
4823	680	4143
4556	635	3921
4778	678	4100
4331	655	3676
4150	532	3618
4533	685	3848
4231	561	3670
4985	678	4307
4349	559	3790
4512	719	3793
4892	725	4167
4920	671	4249
4167	590	3577
4813	725	4088
4519	608	3911
4564	594	3970
4896	763	4133
4632	627	4005
4852	682	4170
4305	540	3765
4900	609	4291
4786	741	4045
4785	651	4134
4711	712	3999
4464	647	3817
4373	565	3808
4595	689	3906
4272	602	3670
4762	653	4109
4569	669	3900
4955	747	4208
4593	596	3997
4617	597	4020
4838	665	4173
4417	619	3798
4495	656	3839
4867	655	4212
4768	671	4097
4952	645	4307
4689	639	4050
4575	664	3911
4525	630	3895
4365	611	3754
4482	611	3871
4976	694	4282
4424	615	3809
4679	659	4020
4714	635	4079
4771	707	4064
4597	674	3923
4573	603	3970
4452	612	3840
4697	682	4015
4480	622	3858
4544	625	3919
4690	767	3923
4792	621	4171
4649	602	4047
4654	711	3943
4593	690	3903
5272	687	4585
5049	658	4391
4931	690	4241
5076	708	4368
4685	627	4058
4609	632	3977
4430	654	3776
4555	624	3931
4791	622	4169
4537	620	3917
4862	753	4109
4415	664	3751
4662	704	3958
4582	652	3930
4684	618	4066
4884	698	4186
4642	707	3935
4874	705	4169
4594	675	3919
4554	572	3982
4607	682	3925
4573	649	3924
4757	583	4174
4954	593	4361
5193	825	4368
4640	745	3895
4664	645	4019
4870	778	4092
5216	754	4462
4478	656	3822
4670	651	4019
4682	665	4017
4754	675	4079
5103	721	4382
4603	693	3910
5027	727	4300
4782	637	4145
4552	627	3925
4603	713	3890
4653	633	4020
4581	636	3945
4671	629	4042
4575	669	3906
4906	697	4209
4426	627	3799
4841	605	4236
4659	694	3965
4655	633	4022
4624	620	4004
4756	681	4075
4856	627	4229
4149	563	3586
4741	691	4050
4616	605	4011
4785	702	4083
4659	683	3976
4834	735	4099
4791	567	4224
4804	698	4106
4854	646	4208
4526	639	3887
4806	706	4100
4529	541	3988
4678	628	4050
4788	693	4095
4693	703	3990
5029	696	4333
4469	607	3862
4676	672	4004
4344	592	3752
4454	678	3776
4558	585	3973
5272	825	4447
4394	619	3775
4848	717	4131
4555	683	3872
4644	716	3928
4519	720	3799
4897	675	4222
4777	620	4157
4780	672	4108
4958	720	4238
5183	748	4435
4655	664	3991
4969	700	4269
4647	641	4006
4478	651	3827
4773	700	4073
4371	620	3751
4626	663	3963
4477	614	3863
5010	758	4252
4354	655	3699
4960	750	4210
4888	588	4300
4411	637	3774
4658	590	4068
4414	563	3851
4595	727	3868
4760	657	4103
3970	508	3462
4878	691	4187
4269	608	3661
4754	646	4108
4345	735	3610
4874	766	4108
4570	616	3954
4789	720	4069
4694	684	4010
4394	649	3745
4888	723	4165
4523	634	3889
4557	727	3830
4787	611	4176
4690	602	4088
4677	727	3950
4368	613	3755
4872	753	4119
4674	592	4082
4621	610	4011
4635	770	3865
4883	648	4235
4576	660	3916
4767	613	4154
4648	610	4038
4457	692	3765
4917	684	4233
4580	718	3862
4215	562	3653
4836	709	4127
5027	714	4313
4575	581	3994
4790	787	4003
4410	648	3762
4735	632	4103
4985	718	4267
4759	674	4085
4698	606	4092
4374	657	3717
4756	641	4115
4840	740	4100
4358	651	3707
4884	653	4231
4750	576	4174
4667	696	3971
4441	637	3804
5199	755	4444
4733	717	4016
4536	646	3890
4666	638	4028
4777	726	4051
4395	632	3763
4603	660	3943
4612	636	3976
4395	682	3713
4861	614	4247
4688	655	4033
4760	623	4137
4714	665	4049
4627	655	3972
4539	612	3927
4627	669	3958
4654	618	4036
4687	645	4042
4539	641	3898
4883	722	4161
4640	657	3983
4567	632	3935
4636	625	4011
4750	660	4090
4740	729	4011
5102	660	4442
4786	628	4158
4704	612	4092
4432	724	3708
4377	603	3774
4708	710	3998
4711	674	4037
4416	614	3802
4899	630	4269
4524	706	3818
4706	650	4056
4747	685	4062
4848	693	4155
4819	679	4140
4862	668	4194
4747	652	4095
4738	676	4062
4894	713	4181
4593	624	3969
4834	664	4170
4652	652	4000
4414	578	3836
4829	682	4147
4667	697	3970
4311	659	3652
4610	650	3960
4602	622	3980
4918	755	4163
4884	673	4211
4696	695	4001
4880	735	4145
4663	721	3942
4702	641	4061
4663	717	3946
4866	668	4198
4815	645	4170
4591	607	3984
4891	625	4266
4033	526	3507
4663	646	4017
4829	727	4102
4729	677	4052
4679	665	4014
4864	744	4120
4507	597	3910
4841	694	4147
4902	680	4222
4467	664	3803
4526	609	3917
4606	647	3959
4766	709	4057
4732	688	4044
4508	603	3905
4512	696	3816
4601	685	3916
4608	579	4029
4460	623	3837
4853	666	4187
4807	686	4121
5030	704	4326
4408	613	3795
4696	648	4048
4689	719	3970
4488	656	3832
4731	667	4064
4592	665	3927
5049	838	4211
4764	727	4037
4539	635	3904
4586	682	3904
4616	664	3952
4524	634	3890
4776	687	4089
4514	627	3887
4870	662	4208
4795	594	4201
4759	638	4121
4846	636	4210
4725	675	4050
4820	686	4134
4657	616	4041
4615	618	3997
4826	611	4215
4466	664	3802
4704	635	4069
4630	658	3972
4902	631	4271
4614	614	4000
4735	606	4129
4945	715	4230
4562	615	3947
4621	621	4000
4875	742	4133
4632	764	3868
4711	726	3985
4409	653	3756
4614	611	4003
4579	633	3946
4369	568	3801
4576	680	3896
4480	604	3876
4697	710	3987
5119	673	4446
4751	727	4024
4903	647	4256
4657	627	4030
4831	753	4078
4383	733	3650
4626	735	3891
4693	612	4081
4813	698	4115
4710	658	4052
4923	643	4280
4781	555	4226
4764	645	4119
4712	582	4130
4414	612	3802
4965	784	4181
4223	625	3598
4475	619	3856
4876	669	4207
4877	717	4160
4740	710	4030
4567	696	3871
4524	703	3821
4801	658	4143
4364	549	3815
4834	644	4190
4787	716	4071
4690	662	4028
4536	541	3995
4626	643	3983
4376	705	3671
4906	698	4208
5402	857	4545
4225	580	3645
4475	620	3855
4311	575	3736
4713	654	4059
4679	766	3913
4599	647	3952
4821	758	4063
4812	762	4050
4764	729	4035
4288	627	3661
4929	650	4279
4566	655	3911
4581	691	3890
4821	773	4048
4803	659	4144
4722	703	4019
4576	601	3975
4839	612	4227
4751	726	4025
5076	669	4407
4130	523	3607
4794	744	4050
4757	649	4108
4982	629	4353
4635	664	3971
4758	698	4060
4588	617	3971
4537	635	3902
4922	715	4207
4607	662	3945
4361	617	3744
4727	621	4106
4434	653	3781
4669	778	3891
4586	673	3913
4608	635	3973
4738	713	4025
4240	622	3618
4411	607	3804
4986	693	4293
4861	629	4232
4797	709	4088
4863	670	4193
4940	615	4325
4765	655	4110
4696	712	3984
4713	654	4059
4817	680	4137
4770	683	4087
4471	638	3833
4495	640	3855
4879	724	4155
4574	596	3978
4525	618	3907
4467	597	3870
4465	660	3805
4544	619	3925
4823	829	3994
4794	633	4161
4553	629	3924
4631	598	4033
4878	717	4161
5206	710	4496
4755	628	4127
4755	614	4141
4411	671	3740
4628	633	3995
4258	582	3676
4664	679	3985
5100	683	4417
4931	699	4232
4381	665	3716
4548	650	3898
4817	748	4069
4646	627	4019
4614	587	4027
4738	723	4015
4720	653	4067
4699	685	4014
4907	704	4203
4656	715	3941
4784	730	4054
4363	714	3649
4679	679	4000
4298	580	3718
4340	694	3646
4617	639	3978
4588	668	3920
4552	617	3935
4874	604	4270
5063	703	4360
4913	738	4175
4306	617	3689
4823	712	4111
4665	680	3985
4866	699	4167
4757	714	4043
4612	654	3958
4644	585	4059
4798	674	4124
4612	653	3959
4693	726	3967
4905	689	4216
4944	753	4191
4583	648	3935
4801	624	4177
4876	682	4194
4765	661	4104
4530	572	3958
4570	734	3836
4476	602	3874
4730	625	4105
4772	660	4112
4555	703	3852
4619	607	4012
4601	671	3930
4891	679	4212
4676	641	4035
4906	753	4153
4575	655	3920
4755	743	4012
4946	705	4241
4888	688	4200
4693	559	4134
4665	647	4018
4587	583	4004
4730	660	4070
4729	688	4041
4939	679	4260
4496	630	3866
4933	659	4274
4541	655	3886
4910	667	4243
4632	679	3953
4288	596	3692
4838	637	4201
4727	585	4142
4639	659	3980
4793	634	4159
4841	662	4179
4121	571	3550
4784	657	4127
4732	658	4074
4476	632	3844
4707	691	4016
4856	673	4183
4633	694	3939
4310	633	3677
4660	645	4015
4957	779	4178
4564	616	3948
4681	674	4007
4344	595	3749
4673	695	3978
4595	643	3952
4742	651	4091
4531	615	3916
4919	721	4198
4516	691	3825
4595	702	3893
4661	686	3975
4696	675	4021
4941	689	4252
4557	684	3873
4658	616	4042
4502	635	3867
4360	720	3640
